timestamp,label,exclusion_set,metric_path,source_path,destination_path,status
20260708_023658,unknown_label,groups_LBP_BPI_CETP,/home/kalinina/ltp/DL_project/test_metrics/addLayers_protSA_lipSA_CA__protPosBias/groups_LBP_BPI_CETP/test_metrics_20260708_023658_1411151parameters_4_8_2_0.0001_16_64.txt,/home/kalinina/ltp/DL_project/run/addLayers_protSA_lipSA_CA__protPosBias/groups_LBP_BPI_CETP/train20260708_023658_1411151parameters_4_8_2_0.0001_16_64,/home/kalinina/ltp/DL_project/run_by_label/unknown_label/groups_LBP_BPI_CETP/train20260708_023658_1411151parameters_4_8_2_0.0001_16_64,exists
20260708_023932,unknown_label,groups_LBP_BPI_CETP,/home/kalinina/ltp/DL_project/test_metrics/addLayers_protSA_lipSA_CA__protPosBias/groups_LBP_BPI_CETP/test_metrics_20260708_023932_1411151parameters_4_8_3_0.0001_16_64.txt,/home/kalinina/ltp/DL_project/run/addLayers_protSA_lipSA_CA__protPosBias/groups_LBP_BPI_CETP/train20260708_023932_1411151parameters_4_8_3_0.0001_16_64,/home/kalinina/ltp/DL_project/run_by_label/unknown_label/groups_LBP_BPI_CETP/train20260708_023932_1411151parameters_4_8_3_0.0001_16_64,exists
20260708_024747,unknown_label,groups_LBP_BPI_CETP,/home/kalinina/ltp/DL_project/test_metrics/addLayers_protSA_lipSA_CA__protPosBias/groups_LBP_BPI_CETP/test_metrics_20260708_024747_1411151parameters_4_8_4_0.0001_16_64.txt,/home/kalinina/ltp/DL_project/run/addLayers_protSA_lipSA_CA__protPosBias/groups_LBP_BPI_CETP/train20260708_024747_1411151parameters_4_8_4_0.0001_16_64,/home/kalinina/ltp/DL_project/run_by_label/unknown_label/groups_LBP_BPI_CETP/train20260708_024747_1411151parameters_4_8_4_0.0001_16_64,exists
20260705_124458,no_post_sa_mlp_third_layers,groups_ML,/home/kalinina/ltp/DL_project/test_metrics/addLayers_protSA_lipSA_CA__protPosBias/groups_ML/test_metrics_20260705_124458_1403982parameters_4_8_0_0.0001_16_64.txt,/home/kalinina/ltp/DL_project/run/addLayers_protSA_lipSA_CA__protPosBias/groups_ML/train20260705_124458_1403982parameters_4_8_0_0.0001_16_64,/home/kalinina/ltp/DL_project/run_by_label/no_post_sa_mlp_third_layers/groups_ML/train20260705_124458_1403982parameters_4_8_0_0.0001_16_64,exists
20260705_124459,no_post_sa_mlp_third_layers,groups_ML,/home/kalinina/ltp/DL_project/test_metrics/addLayers_protSA_lipSA_CA__protPosBias/groups_ML/test_metrics_20260705_124459_1403982parameters_4_8_1_0.0001_16_64.txt,/home/kalinina/ltp/DL_project/run/addLayers_protSA_lipSA_CA__protPosBias/groups_ML/train20260705_124459_1403982parameters_4_8_1_0.0001_16_64,/home/kalinina/ltp/DL_project/run_by_label/no_post_sa_mlp_third_layers/groups_ML/train20260705_124459_1403982parameters_4_8_1_0.0001_16_64,exists
20260705_124459,no_post_sa_mlp_third_layers,groups_ML,/home/kalinina/ltp/DL_project/test_metrics/addLayers_protSA_lipSA_CA__protPosBias/groups_ML/test_metrics_20260705_124459_1403982parameters_4_8_2_0.0001_16_64.txt,/home/kalinina/ltp/DL_project/run/addLayers_protSA_lipSA_CA__protPosBias/groups_ML/train20260705_124459_1403982parameters_4_8_2_0.0001_16_64,/home/kalinina/ltp/DL_project/run_by_label/no_post_sa_mlp_third_layers/groups_ML/train20260705_124459_1403982parameters_4_8_2_0.0001_16_64,exists
20260705_124459,no_post_sa_mlp_third_layers,groups_ML,/home/kalinina/ltp/DL_project/test_metrics/addLayers_protSA_lipSA_CA__protPosBias/groups_ML/test_metrics_20260705_124459_1403982parameters_4_8_3_0.0001_16_64.txt,/home/kalinina/ltp/DL_project/run/addLayers_protSA_lipSA_CA__protPosBias/groups_ML/train20260705_124459_1403982parameters_4_8_3_0.0001_16_64,/home/kalinina/ltp/DL_project/run_by_label/no_post_sa_mlp_third_layers/groups_ML/train20260705_124459_1403982parameters_4_8_3_0.0001_16_64,exists
20260705_124459,no_post_sa_mlp_third_layers,groups_ML,/home/kalinina/ltp/DL_project/test_metrics/addLayers_protSA_lipSA_CA__protPosBias/groups_ML/test_metrics_20260705_124459_1403982parameters_4_8_4_0.0001_16_64.txt,/home/kalinina/ltp/DL_project/run/addLayers_protSA_lipSA_CA__protPosBias/groups_ML/train20260705_124459_1403982parameters_4_8_4_0.0001_16_64,/home/kalinina/ltp/DL_project/run_by_label/no_post_sa_mlp_third_layers/groups_ML/train20260705_124459_1403982parameters_4_8_4_0.0001_16_64,exists
20260706_022319,no_post_sa_3rd_layer_mlp_hiddim80,groups_ML,/home/kalinina/ltp/DL_project/test_metrics/addLayers_protSA_lipSA_CA__protPosBias/groups_ML/test_metrics_20260706_022319_2160734parameters_4_8_0_0.0001_16_80.txt,/home/kalinina/ltp/DL_project/run/addLayers_protSA_lipSA_CA__protPosBias/groups_ML/train20260706_022319_2160734parameters_4_8_0_0.0001_16_80,/home/kalinina/ltp/DL_project/run_by_label/no_post_sa_3rd_layer_mlp_hiddim80/groups_ML/train20260706_022319_2160734parameters_4_8_0_0.0001_16_80,exists
20260706_022545,no_post_sa_3rd_layer_mlp_hiddim80,groups_ML,/home/kalinina/ltp/DL_project/test_metrics/addLayers_protSA_lipSA_CA__protPosBias/groups_ML/test_metrics_20260706_022545_2160734parameters_4_8_1_0.0001_16_80.txt,/home/kalinina/ltp/DL_project/run/addLayers_protSA_lipSA_CA__protPosBias/groups_ML/train20260706_022545_2160734parameters_4_8_1_0.0001_16_80,/home/kalinina/ltp/DL_project/run_by_label/no_post_sa_3rd_layer_mlp_hiddim80/groups_ML/train20260706_022545_2160734parameters_4_8_1_0.0001_16_80,exists
20260706_022842,no_post_sa_3rd_layer_mlp_hiddim80,groups_ML,/home/kalinina/ltp/DL_project/test_metrics/addLayers_protSA_lipSA_CA__protPosBias/groups_ML/test_metrics_20260706_022842_2160734parameters_4_8_2_0.0001_16_80.txt,/home/kalinina/ltp/DL_project/run/addLayers_protSA_lipSA_CA__protPosBias/groups_ML/train20260706_022842_2160734parameters_4_8_2_0.0001_16_80,/home/kalinina/ltp/DL_project/run_by_label/no_post_sa_3rd_layer_mlp_hiddim80/groups_ML/train20260706_022842_2160734parameters_4_8_2_0.0001_16_80,exists
20260706_023054,no_post_sa_3rd_layer_mlp_hiddim80,groups_ML,/home/kalinina/ltp/DL_project/test_metrics/addLayers_protSA_lipSA_CA__protPosBias/groups_ML/test_metrics_20260706_023054_2160734parameters_4_8_3_0.0001_16_80.txt,/home/kalinina/ltp/DL_project/run/addLayers_protSA_lipSA_CA__protPosBias/groups_ML/train20260706_023054_2160734parameters_4_8_3_0.0001_16_80,/home/kalinina/ltp/DL_project/run_by_label/no_post_sa_3rd_layer_mlp_hiddim80/groups_ML/train20260706_023054_2160734parameters_4_8_3_0.0001_16_80,exists
20260706_023149,no_post_sa_3rd_layer_mlp_hiddim80,groups_ML,/home/kalinina/ltp/DL_project/test_metrics/addLayers_protSA_lipSA_CA__protPosBias/groups_ML/test_metrics_20260706_023149_2160734parameters_4_8_4_0.0001_16_80.txt,/home/kalinina/ltp/DL_project/run/addLayers_protSA_lipSA_CA__protPosBias/groups_ML/train20260706_023149_2160734parameters_4_8_4_0.0001_16_80,/home/kalinina/ltp/DL_project/run_by_label/no_post_sa_3rd_layer_mlp_hiddim80/groups_ML/train20260706_023149_2160734parameters_4_8_4_0.0001_16_80,exists
20260706_075005,no_post_sa_3mlp_gelu,groups_ML,/home/kalinina/ltp/DL_project/test_metrics/addLayers_protSA_lipSA_CA__protPosBias/groups_ML/test_metrics_20260706_075005_1403982parameters_4_8_0_0.0001_16_64.txt,/home/kalinina/ltp/DL_project/run/addLayers_protSA_lipSA_CA__protPosBias/groups_ML/train20260706_075005_1403982parameters_4_8_0_0.0001_16_64,/home/kalinina/ltp/DL_project/run_by_label/no_post_sa_3mlp_gelu/groups_ML/train20260706_075005_1403982parameters_4_8_0_0.0001_16_64,exists
20260706_075005,no_post_sa_3mlp_gelu,groups_ML,/home/kalinina/ltp/DL_project/test_metrics/addLayers_protSA_lipSA_CA__protPosBias/groups_ML/test_metrics_20260706_075005_1403982parameters_4_8_1_0.0001_16_64.txt,/home/kalinina/ltp/DL_project/run/addLayers_protSA_lipSA_CA__protPosBias/groups_ML/train20260706_075005_1403982parameters_4_8_1_0.0001_16_64,/home/kalinina/ltp/DL_project/run_by_label/no_post_sa_3mlp_gelu/groups_ML/train20260706_075005_1403982parameters_4_8_1_0.0001_16_64,exists
20260706_075627,no_post_sa_3mlp_gelu,groups_ML,/home/kalinina/ltp/DL_project/test_metrics/addLayers_protSA_lipSA_CA__protPosBias/groups_ML/test_metrics_20260706_075627_1403982parameters_4_8_2_0.0001_16_64.txt,/home/kalinina/ltp/DL_project/run/addLayers_protSA_lipSA_CA__protPosBias/groups_ML/train20260706_075627_1403982parameters_4_8_2_0.0001_16_64,/home/kalinina/ltp/DL_project/run_by_label/no_post_sa_3mlp_gelu/groups_ML/train20260706_075627_1403982parameters_4_8_2_0.0001_16_64,exists
20260706_075732,no_post_sa_3mlp_gelu,groups_ML,/home/kalinina/ltp/DL_project/test_metrics/addLayers_protSA_lipSA_CA__protPosBias/groups_ML/test_metrics_20260706_075732_1403982parameters_4_8_3_0.0001_16_64.txt,/home/kalinina/ltp/DL_project/run/addLayers_protSA_lipSA_CA__protPosBias/groups_ML/train20260706_075732_1403982parameters_4_8_3_0.0001_16_64,/home/kalinina/ltp/DL_project/run_by_label/no_post_sa_3mlp_gelu/groups_ML/train20260706_075732_1403982parameters_4_8_3_0.0001_16_64,exists
20260706_080707,no_post_sa_3mlp_gelu,groups_ML,/home/kalinina/ltp/DL_project/test_metrics/addLayers_protSA_lipSA_CA__protPosBias/groups_ML/test_metrics_20260706_080707_1403982parameters_4_8_4_0.0001_16_64.txt,/home/kalinina/ltp/DL_project/run/addLayers_protSA_lipSA_CA__protPosBias/groups_ML/train20260706_080707_1403982parameters_4_8_4_0.0001_16_64,/home/kalinina/ltp/DL_project/run_by_label/no_post_sa_3mlp_gelu/groups_ML/train20260706_080707_1403982parameters_4_8_4_0.0001_16_64,exists
20260706_181713,no_post_sa_mlp_3mlp_lipid_isomers,groups_ML,/home/kalinina/ltp/DL_project/test_metrics/addLayers_protSA_lipSA_CA__protPosBias/groups_ML/test_metrics_20260706_181713_1403982parameters_4_8_0_0.0001_16_64.txt,/home/kalinina/ltp/DL_project/run/addLayers_protSA_lipSA_CA__protPosBias/groups_ML/train20260706_181713_1403982parameters_4_8_0_0.0001_16_64,/home/kalinina/ltp/DL_project/run_by_label/no_post_sa_mlp_3mlp_lipid_isomers/groups_ML/train20260706_181713_1403982parameters_4_8_0_0.0001_16_64,exists
20260706_181759,no_post_sa_mlp_3mlp_lipid_isomers,groups_ML,/home/kalinina/ltp/DL_project/test_metrics/addLayers_protSA_lipSA_CA__protPosBias/groups_ML/test_metrics_20260706_181759_1403982parameters_4_8_1_0.0001_16_64.txt,/home/kalinina/ltp/DL_project/run/addLayers_protSA_lipSA_CA__protPosBias/groups_ML/train20260706_181759_1403982parameters_4_8_1_0.0001_16_64,/home/kalinina/ltp/DL_project/run_by_label/no_post_sa_mlp_3mlp_lipid_isomers/groups_ML/train20260706_181759_1403982parameters_4_8_1_0.0001_16_64,exists
20260706_181836,no_post_sa_mlp_3mlp_lipid_isomers,groups_ML,/home/kalinina/ltp/DL_project/test_metrics/addLayers_protSA_lipSA_CA__protPosBias/groups_ML/test_metrics_20260706_181836_1403982parameters_4_8_2_0.0001_16_64.txt,/home/kalinina/ltp/DL_project/run/addLayers_protSA_lipSA_CA__protPosBias/groups_ML/train20260706_181836_1403982parameters_4_8_2_0.0001_16_64,/home/kalinina/ltp/DL_project/run_by_label/no_post_sa_mlp_3mlp_lipid_isomers/groups_ML/train20260706_181836_1403982parameters_4_8_2_0.0001_16_64,exists
20260706_182738,no_post_sa_mlp_3mlp_lipid_isomers,groups_ML,/home/kalinina/ltp/DL_project/test_metrics/addLayers_protSA_lipSA_CA__protPosBias/groups_ML/test_metrics_20260706_182738_1403982parameters_4_8_3_0.0001_16_64.txt,/home/kalinina/ltp/DL_project/run/addLayers_protSA_lipSA_CA__protPosBias/groups_ML/train20260706_182738_1403982parameters_4_8_3_0.0001_16_64,/home/kalinina/ltp/DL_project/run_by_label/no_post_sa_mlp_3mlp_lipid_isomers/groups_ML/train20260706_182738_1403982parameters_4_8_3_0.0001_16_64,exists
20260706_182752,no_post_sa_mlp_3mlp_lipid_isomers,groups_ML,/home/kalinina/ltp/DL_project/test_metrics/addLayers_protSA_lipSA_CA__protPosBias/groups_ML/test_metrics_20260706_182752_1403982parameters_4_8_4_0.0001_16_64.txt,/home/kalinina/ltp/DL_project/run/addLayers_protSA_lipSA_CA__protPosBias/groups_ML/train20260706_182752_1403982parameters_4_8_4_0.0001_16_64,/home/kalinina/ltp/DL_project/run_by_label/no_post_sa_mlp_3mlp_lipid_isomers/groups_ML/train20260706_182752_1403982parameters_4_8_4_0.0001_16_64,exists
20260707_015703,no_post_sa_4mlp,groups_ML,/home/kalinina/ltp/DL_project/test_metrics/addLayers_protSA_lipSA_CA__protPosBias/groups_ML/test_metrics_20260707_015703_1798734parameters_4_8_0_0.0001_16_64.txt,/home/kalinina/ltp/DL_project/run/addLayers_protSA_lipSA_CA__protPosBias/groups_ML/train20260707_015703_1798734parameters_4_8_0_0.0001_16_64,/home/kalinina/ltp/DL_project/run_by_label/no_post_sa_4mlp/groups_ML/train20260707_015703_1798734parameters_4_8_0_0.0001_16_64,exists
20260707_015718,no_post_sa_4mlp,groups_ML,/home/kalinina/ltp/DL_project/test_metrics/addLayers_protSA_lipSA_CA__protPosBias/groups_ML/test_metrics_20260707_015718_1798734parameters_4_8_1_0.0001_16_64.txt,/home/kalinina/ltp/DL_project/run/addLayers_protSA_lipSA_CA__protPosBias/groups_ML/train20260707_015718_1798734parameters_4_8_1_0.0001_16_64,/home/kalinina/ltp/DL_project/run_by_label/no_post_sa_4mlp/groups_ML/train20260707_015718_1798734parameters_4_8_1_0.0001_16_64,exists
20260707_015719,no_post_sa_4mlp,groups_ML,/home/kalinina/ltp/DL_project/test_metrics/addLayers_protSA_lipSA_CA__protPosBias/groups_ML/test_metrics_20260707_015719_1798734parameters_4_8_2_0.0001_16_64.txt,/home/kalinina/ltp/DL_project/run/addLayers_protSA_lipSA_CA__protPosBias/groups_ML/train20260707_015719_1798734parameters_4_8_2_0.0001_16_64,/home/kalinina/ltp/DL_project/run_by_label/no_post_sa_4mlp/groups_ML/train20260707_015719_1798734parameters_4_8_2_0.0001_16_64,exists
20260707_015720,no_post_sa_4mlp,groups_ML,/home/kalinina/ltp/DL_project/test_metrics/addLayers_protSA_lipSA_CA__protPosBias/groups_ML/test_metrics_20260707_015720_1798734parameters_4_8_3_0.0001_16_64.txt,/home/kalinina/ltp/DL_project/run/addLayers_protSA_lipSA_CA__protPosBias/groups_ML/train20260707_015720_1798734parameters_4_8_3_0.0001_16_64,/home/kalinina/ltp/DL_project/run_by_label/no_post_sa_4mlp/groups_ML/train20260707_015720_1798734parameters_4_8_3_0.0001_16_64,exists
20260707_015738,no_post_sa_4mlp,groups_ML,/home/kalinina/ltp/DL_project/test_metrics/addLayers_protSA_lipSA_CA__protPosBias/groups_ML/test_metrics_20260707_015738_1798734parameters_4_8_4_0.0001_16_64.txt,/home/kalinina/ltp/DL_project/run/addLayers_protSA_lipSA_CA__protPosBias/groups_ML/train20260707_015738_1798734parameters_4_8_4_0.0001_16_64,/home/kalinina/ltp/DL_project/run_by_label/no_post_sa_4mlp/groups_ML/train20260707_015738_1798734parameters_4_8_4_0.0001_16_64,exists
20260707_164959,no_post_sa_3mlp_addpool,groups_ML,/home/kalinina/ltp/DL_project/test_metrics/addLayers_protSA_lipSA_CA__protPosBias/groups_ML/test_metrics_20260707_164959_1403982parameters_4_8_0_0.0001_16_64.txt,/home/kalinina/ltp/DL_project/run/addLayers_protSA_lipSA_CA__protPosBias/groups_ML/train20260707_164959_1403982parameters_4_8_0_0.0001_16_64,/home/kalinina/ltp/DL_project/run_by_label/no_post_sa_3mlp_addpool/groups_ML/train20260707_164959_1403982parameters_4_8_0_0.0001_16_64,exists
20260707_170329,no_post_sa_3mlp_addpool,groups_ML,/home/kalinina/ltp/DL_project/test_metrics/addLayers_protSA_lipSA_CA__protPosBias/groups_ML/test_metrics_20260707_170329_1403982parameters_4_8_1_0.0001_16_64.txt,/home/kalinina/ltp/DL_project/run/addLayers_protSA_lipSA_CA__protPosBias/groups_ML/train20260707_170329_1403982parameters_4_8_1_0.0001_16_64,/home/kalinina/ltp/DL_project/run_by_label/no_post_sa_3mlp_addpool/groups_ML/train20260707_170329_1403982parameters_4_8_1_0.0001_16_64,exists
20260707_172726,no_post_sa_3mlp_addpool,groups_ML,/home/kalinina/ltp/DL_project/test_metrics/addLayers_protSA_lipSA_CA__protPosBias/groups_ML/test_metrics_20260707_172726_1403982parameters_4_8_2_0.0001_16_64.txt,/home/kalinina/ltp/DL_project/run/addLayers_protSA_lipSA_CA__protPosBias/groups_ML/train20260707_172726_1403982parameters_4_8_2_0.0001_16_64,/home/kalinina/ltp/DL_project/run_by_label/no_post_sa_3mlp_addpool/groups_ML/train20260707_172726_1403982parameters_4_8_2_0.0001_16_64,exists
20260707_172936,no_post_sa_3mlp_addpool,groups_ML,/home/kalinina/ltp/DL_project/test_metrics/addLayers_protSA_lipSA_CA__protPosBias/groups_ML/test_metrics_20260707_172936_1403982parameters_4_8_3_0.0001_16_64.txt,/home/kalinina/ltp/DL_project/run/addLayers_protSA_lipSA_CA__protPosBias/groups_ML/train20260707_172936_1403982parameters_4_8_3_0.0001_16_64,/home/kalinina/ltp/DL_project/run_by_label/no_post_sa_3mlp_addpool/groups_ML/train20260707_172936_1403982parameters_4_8_3_0.0001_16_64,exists
20260707_193441,no_post_sa_3mlp_addpool,groups_ML,/home/kalinina/ltp/DL_project/test_metrics/addLayers_protSA_lipSA_CA__protPosBias/groups_ML/test_metrics_20260707_193441_1403982parameters_4_8_4_0.0001_16_64.txt,/home/kalinina/ltp/DL_project/run/addLayers_protSA_lipSA_CA__protPosBias/groups_ML/train20260707_193441_1403982parameters_4_8_4_0.0001_16_64,/home/kalinina/ltp/DL_project/run_by_label/no_post_sa_3mlp_addpool/groups_ML/train20260707_193441_1403982parameters_4_8_4_0.0001_16_64,exists
20260708_030426,unknown_label,groups_ML,/home/kalinina/ltp/DL_project/test_metrics/addLayers_protSA_lipSA_CA__protPosBias/groups_ML/test_metrics_20260708_030426_1411151parameters_4_8_0_0.0001_16_64.txt,/home/kalinina/ltp/DL_project/run/addLayers_protSA_lipSA_CA__protPosBias/groups_ML/train20260708_030426_1411151parameters_4_8_0_0.0001_16_64,/home/kalinina/ltp/DL_project/run_by_label/unknown_label/groups_ML/train20260708_030426_1411151parameters_4_8_0_0.0001_16_64,exists
20260708_033030,unknown_label,groups_ML,/home/kalinina/ltp/DL_project/test_metrics/addLayers_protSA_lipSA_CA__protPosBias/groups_ML/test_metrics_20260708_033030_1411151parameters_4_8_1_0.0001_16_64.txt,/home/kalinina/ltp/DL_project/run/addLayers_protSA_lipSA_CA__protPosBias/groups_ML/train20260708_033030_1411151parameters_4_8_1_0.0001_16_64,/home/kalinina/ltp/DL_project/run_by_label/unknown_label/groups_ML/train20260708_033030_1411151parameters_4_8_1_0.0001_16_64,exists
20260708_033101,unknown_label,groups_ML,/home/kalinina/ltp/DL_project/test_metrics/addLayers_protSA_lipSA_CA__protPosBias/groups_ML/test_metrics_20260708_033101_1411151parameters_4_8_2_0.0001_16_64.txt,/home/kalinina/ltp/DL_project/run/addLayers_protSA_lipSA_CA__protPosBias/groups_ML/train20260708_033101_1411151parameters_4_8_2_0.0001_16_64,/home/kalinina/ltp/DL_project/run_by_label/unknown_label/groups_ML/train20260708_033101_1411151parameters_4_8_2_0.0001_16_64,exists
20260708_034301,unknown_label,groups_ML,/home/kalinina/ltp/DL_project/test_metrics/addLayers_protSA_lipSA_CA__protPosBias/groups_ML/test_metrics_20260708_034301_1411151parameters_4_8_3_0.0001_16_64.txt,/home/kalinina/ltp/DL_project/run/addLayers_protSA_lipSA_CA__protPosBias/groups_ML/train20260708_034301_1411151parameters_4_8_3_0.0001_16_64,/home/kalinina/ltp/DL_project/run_by_label/unknown_label/groups_ML/train20260708_034301_1411151parameters_4_8_3_0.0001_16_64,exists
20260708_034859,unknown_label,groups_ML,/home/kalinina/ltp/DL_project/test_metrics/addLayers_protSA_lipSA_CA__protPosBias/groups_ML/test_metrics_20260708_034859_1411151parameters_4_8_4_0.0001_16_64.txt,/home/kalinina/ltp/DL_project/run/addLayers_protSA_lipSA_CA__protPosBias/groups_ML/train20260708_034859_1411151parameters_4_8_4_0.0001_16_64,/home/kalinina/ltp/DL_project/run_by_label/unknown_label/groups_ML/train20260708_034859_1411151parameters_4_8_4_0.0001_16_64,exists
20260705_124500,no_post_sa_mlp_third_layers,groups_OSBP,/home/kalinina/ltp/DL_project/test_metrics/addLayers_protSA_lipSA_CA__protPosBias/groups_OSBP/test_metrics_20260705_124500_1403982parameters_4_8_0_0.0001_16_64.txt,/home/kalinina/ltp/DL_project/run/addLayers_protSA_lipSA_CA__protPosBias/groups_OSBP/train20260705_124500_1403982parameters_4_8_0_0.0001_16_64,/home/kalinina/ltp/DL_project/run_by_label/no_post_sa_mlp_third_layers/groups_OSBP/train20260705_124500_1403982parameters_4_8_0_0.0001_16_64,exists
20260705_124500,no_post_sa_mlp_third_layers,groups_OSBP,/home/kalinina/ltp/DL_project/test_metrics/addLayers_protSA_lipSA_CA__protPosBias/groups_OSBP/test_metrics_20260705_124500_1403982parameters_4_8_1_0.0001_16_64.txt,/home/kalinina/ltp/DL_project/run/addLayers_protSA_lipSA_CA__protPosBias/groups_OSBP/train20260705_124500_1403982parameters_4_8_1_0.0001_16_64,/home/kalinina/ltp/DL_project/run_by_label/no_post_sa_mlp_third_layers/groups_OSBP/train20260705_124500_1403982parameters_4_8_1_0.0001_16_64,exists
20260705_124500,no_post_sa_mlp_third_layers,groups_OSBP,/home/kalinina/ltp/DL_project/test_metrics/addLayers_protSA_lipSA_CA__protPosBias/groups_OSBP/test_metrics_20260705_124500_1403982parameters_4_8_2_0.0001_16_64.txt,/home/kalinina/ltp/DL_project/run/addLayers_protSA_lipSA_CA__protPosBias/groups_OSBP/train20260705_124500_1403982parameters_4_8_2_0.0001_16_64,/home/kalinina/ltp/DL_project/run_by_label/no_post_sa_mlp_third_layers/groups_OSBP/train20260705_124500_1403982parameters_4_8_2_0.0001_16_64,exists
20260705_124500,no_post_sa_mlp_third_layers,groups_OSBP,/home/kalinina/ltp/DL_project/test_metrics/addLayers_protSA_lipSA_CA__protPosBias/groups_OSBP/test_metrics_20260705_124500_1403982parameters_4_8_3_0.0001_16_64.txt,/home/kalinina/ltp/DL_project/run/addLayers_protSA_lipSA_CA__protPosBias/groups_OSBP/train20260705_124500_1403982parameters_4_8_3_0.0001_16_64,/home/kalinina/ltp/DL_project/run_by_label/no_post_sa_mlp_third_layers/groups_OSBP/train20260705_124500_1403982parameters_4_8_3_0.0001_16_64,exists
20260705_124519,no_post_sa_mlp_third_layers,groups_OSBP,/home/kalinina/ltp/DL_project/test_metrics/addLayers_protSA_lipSA_CA__protPosBias/groups_OSBP/test_metrics_20260705_124519_1403982parameters_4_8_4_0.0001_16_64.txt,/home/kalinina/ltp/DL_project/run/addLayers_protSA_lipSA_CA__protPosBias/groups_OSBP/train20260705_124519_1403982parameters_4_8_4_0.0001_16_64,/home/kalinina/ltp/DL_project/run_by_label/no_post_sa_mlp_third_layers/groups_OSBP/train20260705_124519_1403982parameters_4_8_4_0.0001_16_64,exists
20260706_024340,no_post_sa_3rd_layer_mlp_hiddim80,groups_OSBP,/home/kalinina/ltp/DL_project/test_metrics/addLayers_protSA_lipSA_CA__protPosBias/groups_OSBP/test_metrics_20260706_024340_2160734parameters_4_8_0_0.0001_16_80.txt,/home/kalinina/ltp/DL_project/run/addLayers_protSA_lipSA_CA__protPosBias/groups_OSBP/train20260706_024340_2160734parameters_4_8_0_0.0001_16_80,/home/kalinina/ltp/DL_project/run_by_label/no_post_sa_3rd_layer_mlp_hiddim80/groups_OSBP/train20260706_024340_2160734parameters_4_8_0_0.0001_16_80,exists
20260706_024418,no_post_sa_3rd_layer_mlp_hiddim80,groups_OSBP,/home/kalinina/ltp/DL_project/test_metrics/addLayers_protSA_lipSA_CA__protPosBias/groups_OSBP/test_metrics_20260706_024418_2160734parameters_4_8_1_0.0001_16_80.txt,/home/kalinina/ltp/DL_project/run/addLayers_protSA_lipSA_CA__protPosBias/groups_OSBP/train20260706_024418_2160734parameters_4_8_1_0.0001_16_80,/home/kalinina/ltp/DL_project/run_by_label/no_post_sa_3rd_layer_mlp_hiddim80/groups_OSBP/train20260706_024418_2160734parameters_4_8_1_0.0001_16_80,exists
20260706_024433,no_post_sa_3rd_layer_mlp_hiddim80,groups_OSBP,/home/kalinina/ltp/DL_project/test_metrics/addLayers_protSA_lipSA_CA__protPosBias/groups_OSBP/test_metrics_20260706_024433_2160734parameters_4_8_2_0.0001_16_80.txt,/home/kalinina/ltp/DL_project/run/addLayers_protSA_lipSA_CA__protPosBias/groups_OSBP/train20260706_024433_2160734parameters_4_8_2_0.0001_16_80,/home/kalinina/ltp/DL_project/run_by_label/no_post_sa_3rd_layer_mlp_hiddim80/groups_OSBP/train20260706_024433_2160734parameters_4_8_2_0.0001_16_80,exists
20260706_024436,no_post_sa_3rd_layer_mlp_hiddim80,groups_OSBP,/home/kalinina/ltp/DL_project/test_metrics/addLayers_protSA_lipSA_CA__protPosBias/groups_OSBP/test_metrics_20260706_024436_2160734parameters_4_8_3_0.0001_16_80.txt,/home/kalinina/ltp/DL_project/run/addLayers_protSA_lipSA_CA__protPosBias/groups_OSBP/train20260706_024436_2160734parameters_4_8_3_0.0001_16_80,/home/kalinina/ltp/DL_project/run_by_label/no_post_sa_3rd_layer_mlp_hiddim80/groups_OSBP/train20260706_024436_2160734parameters_4_8_3_0.0001_16_80,exists
20260706_024451,no_post_sa_3rd_layer_mlp_hiddim80,groups_OSBP,/home/kalinina/ltp/DL_project/test_metrics/addLayers_protSA_lipSA_CA__protPosBias/groups_OSBP/test_metrics_20260706_024451_2160734parameters_4_8_4_0.0001_16_80.txt,/home/kalinina/ltp/DL_project/run/addLayers_protSA_lipSA_CA__protPosBias/groups_OSBP/train20260706_024451_2160734parameters_4_8_4_0.0001_16_80,/home/kalinina/ltp/DL_project/run_by_label/no_post_sa_3rd_layer_mlp_hiddim80/groups_OSBP/train20260706_024451_2160734parameters_4_8_4_0.0001_16_80,exists
20260706_080753,no_post_sa_3mlp_gelu,groups_OSBP,/home/kalinina/ltp/DL_project/test_metrics/addLayers_protSA_lipSA_CA__protPosBias/groups_OSBP/test_metrics_20260706_080753_1403982parameters_4_8_0_0.0001_16_64.txt,/home/kalinina/ltp/DL_project/run/addLayers_protSA_lipSA_CA__protPosBias/groups_OSBP/train20260706_080753_1403982parameters_4_8_0_0.0001_16_64,/home/kalinina/ltp/DL_project/run_by_label/no_post_sa_3mlp_gelu/groups_OSBP/train20260706_080753_1403982parameters_4_8_0_0.0001_16_64,exists
